character gender,characters,type,Character_dialogue
M,NECKBONE,son of a bitch,Sonofabitch. Ellis emerges from the treeline. Mud sees him and hops down from the boat. He walks up to him.
M,DETECTIVE NEAL DOMGAARD,son of a bitch,"Well he said...  you know in his way... you know what I mean? Besides the guy gettin' rolled up under the kids car which busted him up pretty bad, there was this little knifelike torn piece of metal, you know, off the car body, rolled out and slid up through this guy's neck and just kinda slit his aorta, you know, but they didn't find it right away, so the guy's losin' a lot of blood, you know, to the brain  all this time cause it was just like this thin little puncture wound on the surface of his neck that kinda sealed itself, he said, while inside the aorta is bleedin' pretty steady all that time. So, Dr. Scott's laughin' you know like he does 'cause he knows we want to talk to this guy. He's laughin' you know and shakin'... Son of a bitch couldn't stop laughin'... It was kinda contagious 'cause pretty soon we were all laughin'...the nurse was laughin'. You know how he is."
M,WURLITZER,son of a bitch,"This son of a bitch is chairman of the prison board, but it's like pullin' teeth to get him down to a prison."
M,WAYNE,son of a bitch,"My problem Mickey, is that you don't exactly inspire empathy. I am all alone on this. I need your help. I want what the prison board is doing to be the focus of our follow up episode. Now I have interviews with chairman of the prison board Dewight McClusky about this issue. And I am tellin' ya, Mickey, he looks bad. The two psychologists they used for their psychiatric kangaroo court won't talk to us, which always looks bad. I have an interview with both the judge of your trial, Bert Steinsma, and the psychologist and author, Emil Reinghold, both of which discount the notion that you are insane. You put that all together, and what the state is doing becomes obvious. But the network isn't satisfied. They feel the show needs another element. It needs you. In order to put the show on the air, I need to get an interview with you. You haven't talked to the press since your trial. Now, a few days before you get transferred to an asylum, you grant an interview on television with Wayne Gayle. We are talkin' a media event here. Every son of a bitch out the with a TV set's gonna tune in to see that. We will make their motives so blatant, we will shame 'em into dropping the whole thing. At least for a little while, the publicity would keep them from just giving you and Mallory lobotomies. Well, whatta ya say?"
M,WAYNE,son of a bitch,"Rape and pillage the first episode, just change the order a bit. Those sons of bitches out there ain't gonna know the difference. All that shit is just filler for the interview anyway. We film a new intro. Show some old footage from the first episode so the get a brief history of Mickey and Mallory. We introduce a new angle... what the prison board is up to. We see some of that new shit, then the rest of the show is the interview. Now what's so fuckin' hard about that? Oh, Julie make a note I need Woody to get me thirty seconds of the 'Live at Five' broadcast to promote next weeks show. We will do a feed right from the jail while we are wrapping up with Mickey. Unruly Julie scribbles in her notebook. Wayne snaps at Scott."
M,WURLITZER,son of a bitch,I will be a son of a bitch. There's a riot going on in the laundry room. DEPUTY SHERIFF  Is it serious?
M,WAYNE,son of a bitch,"What would I do? Me and my network would sue the entire Los Angeles County Sheriffs Department for flagrantly disregarding my safety. I had go straight to my buddy, the mayor, and make sure everyone of those son of a bitches down there ends up on the unemployment line. In fact, I had sue every man down there personally. I would make it my life's ambition to bring the LA County Jail to its knees. I would do expose after expose on the brutality, and the conditions, and the inhumanity that exists here. Mickey tosses the tape roll to Mallory and gestures to Duncan. Mallory winks at Mickey. Mickey smiles and begins wrapping tape around the barrel of his shotgun."
M,MR. SMITH,son of a bitch,"There was this guy. Big guy. Irish Italian. Redfaced, blackhaired,  jolly sonofabitch. We see them from a distance  just a couple guys chatting."
M,OFFICER TRUST,son of a bitch,"You little son of a bitch. His attack is interrupted by a noise from the darkness. The  HUGE DISH PLATE CART, fully loaded, comes flying toward them  pushed by GUSTINO. The cart smashes into OFFICER TRUST,  throwing him against a wall, dishes clatter and smash. GENE raises a hand to the darkness and takes off. "
M,MS. JONES,son of a bitch,"Goddammit, give it to me, you  Sunnavabitch She sticks the gun in HUEY's face. He tries to take it away  from her, but she's really tough...and mad.  The gun fires  wildly, hitting a passing vehicle which careens left causing  a chain reaction of COLLISIONS on the street. "
M,JACK,son of a bitch,"Son of a bitch, old man... Words die on his lips as he tracks the plume of smoke from the downed Drone 166, lifting over a nearby ridge. He turns back to the ruined ship, grabs his carbine."
M,ETH,son of a bitch,He's a son of a bitch. What did you want to tell me? There's no way he can tell her now.
M,MCMURPHY,son of a bitch,"Well, I will be a sonofabitch..."
M,MCMURPHY,son of a bitch,"Goddammit, you sly sonofabitch Does anybody else know?"
M,CONRAD,son of a bitch,And him... I can't stand him. He's a tight ass son of a bitch
M,ROB,son of a bitch,Sweet mother of God. They are sons of bitches.
M,GUS,son of a bitch,"I was thinking what a lucky son of a bitch you were, stuck with a beauty like Aurora. But it wasn't luck."
M,ZOIL,son of a bitch,Son of a bitch ZOIL looks at the sky. His face drops.
M,VOICE,son of a bitch,"You stupid son of a bitch. In five years, you could have been where I am."
M,DANNY,son of a bitch,I am a better pilot than any sonofa bitch on this island  So I am the one to say this  Here's to Rafe McCawley  A better pilot...and a better man...than me. The other pilots drink up  from glasses or from straws.
M,OFFICER,son of a bitch,"Could it be one of ours? CAPTAIN OF THE WARD He's trying to follow us through the sub nets, into the harbor.  Sink the son of a bitch. "
M,EARL,son of a bitch,"You absolute motherfuckin' son of a bitch  You shot one of my planes Danny pulls him down, as the Zeros roar overhead."
M,JERRY,son of a bitch,"That sonofabitch. Hell's bells, no shells. 51   "
M,BUTCH,son of a bitch,"Start, you sonofabitch The Farmer runs faster, comes closer..."
M,ADLER,son of a bitch,"That's where the sonofabitch learned to be a criminal. Seen that before, ain't we, Red? Red doesn't answer.     He seems in a faraway place. 103                                                    103"
M,PATRICK,son of a bitch,"Oh, my God. My life is officially an after school special. Son of a bitch"
M,IRWIN,son of a bitch,"How do you like that, you son of a bitch? I should have done it sooner IRWIN punches him in the stomach. LOUIS oofs and doubles over. "
M,RED,son of a bitch,"I am fuckin' sorry. Okay? I fucked up. I am              a sonofabitch. I forgot bros before                 hoes, even though these guys aren't hoes.              You know what I mean. But I can fix this.             "
M,TED,son of a bitch,"Where are you, you sonofabitch?                  Ted turns another corner and sees the strange scuba suit.     He starts to walk past it, when he stops himself. He          creeps back and looks at it, suspicious. He walks closer,     breathing as quietly as he can, his gun clenched tightly.     He slowly reaches his hand out to lift the facehatch. He     gently takes hold of the latch and is about to open it,       when                                                         Dale jumps out from behind him and swings a FIRE              EXTINGUISHER at Ted's face  SLAM Ted drops his gun as     he falls to the floor.                                       "
M,BARNES,son of a bitch,"Take a good look at this lump o'shit ... Rmember what it looks like, all of you.  You fuck up  in a firefight and I guarangoddamntee you, a trip  out of the bush  IN A BODYBAG.  Out here, assholes,  you keep your shit wired tight at ALL times ... and that goes for you, shit for brains.  You don't  SLEEP ON NO FUCKIN' AMBUSH.  Next sonofabitch I catch  coppin' z's in the bush I am personally gonna take an  interest in seeing him suffer  I SHIT YOU NOT ... He thumps Chris lightly but menacingly in his chestbone and moves  on."
M,UTAH,son of a bitch,"They are gone.  Son of a bitch.  We missed them. UTAH LOWERS HIS BINOCULARS.  He's standing next to the car while Pappas sits on the hood, sipping coffee from a thermos."
M,OLD GEORGE,son of a bitch,"Get on with it, you floppyeared sonuvabitch We see the faces of the young carriers. Defeated, bitter. But there's a sudden spark in Old George's eyes. He starts to rise. The soldiers pick up their guns and that's when they see The Postman."
M,SCHAEFER,son of a bitch,"Dillon, you son of a bitch. The two men step forward and simultaneous swing from the hip as it to land a punch...but their hands SLAP together in a gesture of friendship, their forearms bulging, testing each other's strength."
M,BLAIN,son of a bitch,Son of a bitch's dug in like a Alabama tick... jack us around all day.
M,EDWARD,son of a bitch,He's a tough old son of a bitch... Edward is watching Vivian.  She pulls the hem of her skirt up to mid thigh.  She looks hopefully over to Edward.  Edward shakes his head.
M,STUCKEY,son of a bitch,"Do you want to know what he did? Do you want to know what the crazy son of a bitch did?  He handed the whole thing back to Kross On a silver platter.  For no reason  What was he thinking, I mean, what was going through his goddam head?  Why? What was all that benevolent crap?  What are we going to become, a philanthropic foundation?  I will probably be the director of several worthwhile charities."
M,JANEK,son of a bitch,Son of a bitch. They were right. He turns to stare out the window at the pyramid's peak. Vickers turns and slips out of the Bridge. Hurries away.
M,DAGGETT,son of a bitch,"The son of a bitch. He carries it  around with him like a photo album.  A big, greasy cloud wherever he goes.  They all do."
M,GABRIEL,son of a bitch,"You know. Son of a bitch, the priest  wannabe actually figured it out.  That's a rare club, son. At least  down here."
M,DAGGETT,son of a bitch,"Yeah, He's certainly a shy son of a  bitch, I will give Him that."
M,DILLINGER,son of a bitch,"Walter's dead 'cause you screwed it up, you son of a bitch"
M,FLOYD,son of a bitch,"And I believe you have killed me. So you can go and rot in hell, you sonofabitch. He lapses, goes cold and dies. "
M,DILLINGER,son of a bitch,Son of a bitch
M,NELSON,son of a bitch,"Come back here, help me, you son of a bitch Homer doesn't. He's gone. The Packard hurtles towards him, screeches, skids sideways, stops PURVIS, COWLEY  MADALA are out. Purvis FIRES."
M,NITTI,son of a bitch,Okie inbred sonsabitches ... backwoods cocksuckers. They did this. D'ANDREA Did what?
M,VINCENT,son of a bitch,"I will be a sonofabitch. Mia MIA What did you take? Answer  me honey, what did you take? Mia is incapable of answering. He SLAPS her face hard. Vincent SPRINGS up and RUNS to his overcoat, hanging on the  rack. He goes through the pockets FRANTICALLY. It's gone. Vincent  makes a beeline to Mia. We follow."
M,VINCENT,son of a bitch,"Look I didn't mean to shoot this  sonofabitch, the gun just went  off, don't ask me how"
M,WILL,son of a bitch,"Sonofabitch.  As if it was my fault I got rearended by... The woman stares, curiously, at Pentcho.  "
M,JAKE,son of a bitch,"No, I can't wait. You know when I wait? When it's important to wait. It's not important to wait for no steak. It's important to wait for Reeves to leave the ring. It ain't important to wait for no steak I won that fight. So, I stayed in the ring, and that way I made sure everybody knew it. I shoulda knocked him out earlier, sonofabitch. He starts to eat the steak. He takes a drink of wine."
M,LENORE,son of a bitch,Look at that. The sonofabitch is outboxing Robinson.
M,ED,son of a bitch,That sonofabitch. She unstraps herself and gets out of the car. 
M,ED,son of a bitch,You sonofabitch With this Hi notices her. He turns to the Cashier.
M,ED,son of a bitch,"That sonofabitch. Hang on, pumpkin. The car squeals out of the lot.  THE STREET The squad car tops a rise to bounce into view, its siren  wailing. BACK TO THE STORE Hi bursts out the door, still wearing the stocking. The carton  of Huggies is still tucked under one arm. Bellowing hopefully after his departing car"
M,ED,son of a bitch,"That son of a bitch... Hold on,  Nathan. We are gonna go pick up Daddy. She hangs a vicious Uturn."
M,ED,son of a bitch,"That son of a bitch... The police car approaches and roars by, the Passenger Cop  still hanging out his window."
M,ED,son of a bitch,You sonofabitch You are actin'  like a mad dog Rubbing his jaw
M,WILLCOX HILLYER,son of a bitch,"Umm, well... DAVE WILKIE  Doubted my ability all along, the little bitch. I never remarried, Buddy, you know that, don't you? WILLCOX HILLYER  Well, no, I didn't actually. DAVE WILKIE  She's te reason  cured me of women once and for all. Oh, I got rid of her, Buddy, I didn't waste no time kickin' that bitch out. Hell, she was screwin' everybody in Savannah. I caught her in a motel with this long tall son of a bitch and boy did I beat the everlastin' piss out of him Dave Wilkie's eyes narrow with vindictive anger as he says it and one can well believe the streak of raw violence in the man. It is frightening even now he is a clown, but he is a dangerous clown. As his long, bitter, impassioned tirade continues, Willcox Hillyer becomes increasingly tense and pale  it is obvious he detests what the man is saying and he is struggling to control himself. Dave's tone and voice are laconically Southern, but the hatred and misery in his eyes are raw. DAVE WILKIE  She didn't marry him, though, later she married another guy and went to WinstonSalem. It didn't last That girl couldn't have no lastin' marriage, she left him and married another dumb sucker and went out west. Little bitch left him, too, and you know what she's married to right now? puts a big finger on Hillyer's chest A kike. That's right, some kind of kike horse doctor named Schapiro out in Seattle, who's got the nerve to have the same first name I got. Wouldn't you know it, Rose would wind up married to a goddamn kike? She was always out of her friggin' head and I will tell you why. his eyes narrow and again he puts a finger on Hillyer's chest Buddy, she was sick in her mind and between her legs, too. She was a nymphomaniac."
M,BUDDY,son of a bitch,"Dumbness doesn't concern her, Doll. And neither does smartness. You see Buddy is interrupted by the  of the distant angry shout of a man's voice, evidently from somewhere outside in the woods because Buddy and Doll turn at once toward the window. In shock they listen. FIRST MAN'S VOICE  You son of a bitch, what are you doing here? SECOND MAN'S VOICE  I had like to ask you the same question, you bastard FIRST MAN'S VOICE  I told you to stay away from her, goddamn you SECOND MAN'S VOICE  You got no right to tell me to stay away from her, I knew her before you did"
M,DADDY,son of a bitch,"And do not come back, you sons of bitches Stay away from my house and home and my wife and children or I will blow your goddamned heads off "
M,DADDY,son of a bitch,"Yes, I know the son of a bitch. CHIEF OF POLICE  Son of a bitch is right, he dern near killed a man. And this girl was the cause of it all. What's more, she bit a police officer's thumb right to the bone."
M,DADDY,son of a bitch,"Where is he? I know he's in here, where is he, Rose? His shoes were on the back porch I smiling at met Where are you, you son of a bitch? In her distress and dismay, the sheet has come down over Rose's shoulder and one of her breasts is exposed."
M,BREWER,son of a bitch,Son of a bitch Rambo saunters away.
M,FARMER,son of a bitch,Son of a bitch 
M,BREWER,son of a bitch,"Where's he going? Hey, Zen Hammer, where are you going? Do you read, Zen Hammer?  Over.  Son of a bitch  They are ditching us The water is shot into spray around them.  A mortar shell lands so close it knocks them down, drenching them with slimy black mud.  The radio disappears in the water. Rising, Brewer takes a round in the thigh.  Drops. Disappears for a second... comes up gasping. Rambo watches the UH60 diminishing to a black dot. He is so consumed with rage that his expression goes slack... blank... a murderous disconnection from conscience. And yet, in that same moment, a tremendous surge of blind will clears his mind, a determination to survive, to get out at whatever cost... to find whoever did this. It is no longer just a mission.  It is a very personal piece of business. He turns and lets his rifle drop into the water.  He takes De Fravio's and throws it away."
M,ATHERTON,son of a bitch,Son of a bitch.
M,BURCHENAL,son of a bitch,Son of a bitch.  Son of a bitch.  We have been asleep for three hours Gallagher desperately hauls out the radio.
M,GALLAGHER,son of a bitch,"Somewhere, Mr. Plummer, my 10thgrade math teacher, is cackling like a sonofabitch. Under which, he slithers underneath, opens the main purge and fills the big steel bucket with rocket fuel.  It looks just like the guy at Texaco, working on your car.  Lugs it away from the Cosmos."
M,DISTANT INMATE,son of a bitch,"Sonofabitch He pulls something buglike out of his dessert, holds it  aloft, and then HURLS it at the cafeteria line. A STAFFER  ducks away. The inmates LAUGH and suddenly they are all on  their feet "
M,IPPOLITO,son of a bitch,"I made it outside.  I will coordinate the rescue efforts from here.  Help is on the way.  Just sit tight. D'AGOSTA  It's a little late, you son of a bitch.  There's a friggin' monster loose in here  Get the FBI, the fire department.  Find metal cutters, cut through.  And bring a cannon.  The damn thing is huge. A long moment as the men look at each other."
M,BUTLER,son of a bitch,"I am gonna autograph your body with bruises, you scabass son of a bitch "
M,MR. WHITE,son of a bitch,"When you are dealing with a store like this, they are insured up the ass.  They are not supposed to give you and resistance whatsoever.  If you get a customer or an employee who thinks he's Charles Bronson, take the butt of your gun and smash their nose in. Drops 'em right to the floor. Everyone jumps, he falls down, screaming, blood squirts out his nose.  Freaks everybody out. Nobody says fuckin shit after that.  You might get some bitch talk shit to ya.  But give her a look, like you are gonna smash her in the face next.  Watch her shut the fuck up.  Now if it's a manager, that's a different story. The managers know better than to fuck around.  So if one's givin you static, he probably thinks he's a real cowboy.  So what you gotta do is break that sonofa bitch in two.  If you wanna know something and he won't tell you, cut off one of his fingers.  The little one.  Then you tell 'im his thumb's next.  After that he will tell ya if he wears ladies underwear.  I am hungry, let's get a taco. 47     "
M,RODRIGUEZ,son of a bitch,"So... we will live here Glancing at the Tyrant No. The landlord looks like a sonuvabitch. Rosie rushes in to help Ada hold the doors. So does BENJAMIN, the second of the surviving scientists, who is... MAULED from behind by a ZOMBIE. It's not just any zombie. It's BRAD VICKERS, back from death, who BITES out the artery in Benjamin's neck."
M,RUNTY MAN,son of a bitch,Get after the son of a bitch The trappers exchange glances... don't move.
M,RUNTY MAN,son of a bitch,You are the second son of a bitch come in here makin' that claim. And the first one left a bad taste.
M,RUNTY MAN,son of a bitch,"The black son of a bitch that robbed me. You tell him that. A long beat, then..."
M,WILL,son of a bitch,"You son of a bitch. Dodge scrabbles to his feet, wipes the blood from his nose."
M,WELLES,son of a bitch,"This is the chance you have been waiting for, boy.  Tell that son of a bitch just what you think of him JOSEPH COTTON  We are not all hopped up on benzedrine, Orson I Some  of us humans need sleep Welles shoves him again."
M,ISHERWOOD,son of a bitch,Son of a bitch...
M,SANCHEZ,son of a bitch,"Yes  Poor sonofabitch. F.B.I. AGENT  Sir, the White House calling.  It's the President. F.B.I. DIRECTOR WOMACK  I will take it. WOMACK elbows past GOODSPEED  and Sanchez. F.B.I. AGENT  Uhm, sir, actually it's for Goodspeed. Womack glares at Goodspeed, who takes the phone."
M,DEIRDRE,son of a bitch,"Cold cocking the poor sonofabitch would have sufficed, Seamus, don't you think? SCANT SECOND LATER  Larry's body hits the street as the Citroen drives off, Deirdre behind the wheel just as  Sam and Vincent run out of the theater, with Vincent helping a wounded Sam who bleeds from the wound in his side.  They arrive at the street only to see  Larry, lying dead in the street, even as the Citroen speeds away from them, turning the corner before they can even think to raise their guns."
M,VINCENT,son of a bitch,You sonofabitch...
M,CARSON,son of a bitch,"Son of a bitch He bolts out of bed, wearing nothing but a pair of striped bikini briefs. Miranda rolls over, sleepy, unconcerned..."
M,DAVE,son of a bitch,Son of a bitch He found the bleepers  both of them 
M,CARSON,son of a bitch,"Wasted trip Witnesses say he was working alone, and he was a vicious son of a bitch. Old news."
M,OFFICER HINES,son of a bitch,"I got a pretty good idea this ain't the first time you done this. Won't be the last, will it? Hines extends his hand and smiles. O'Dell shakes it. Grudgingly... After Hines turns on him and jogs back to the station house, O'Dell kicks the ground angrily. OFFICER O'DELL Shit When he looks up, he's startled by a pair of eyes that peer from the bushes nearby. Upon closer inspection, he sees that it's Vietnam Tom in his SKI MASK. Nervous about how much he's heard, O'Dell takes an aggressive stance. OFFICER O'DELL  Come on outta there. Now He becomes tense when Tom emerges, because he sees that he's got his RIFLE. OFFICER O'DELL  What the fuck you doin' carryin' that around in the town proper? O'Dell realizes that he's not holding it in a threatening manner, but cradling it in his arms. OFFICER O'DELL  Hand it over. Right now Tom steps toward him ever so slowly. O'Dell reaches out and Tom hands him the gun, stock first. OFFICER O'DELL  I should arrest you and throw you in jail, you know that? Crazy sonofabitch... Tom looks at the ground, hunched over meekly. OFFICER O'DELL  Get the fuck outta my sight. O'Dell looks around as Tom shuffles off, making sure no one witnessed the transaction. "
M,HAM,son of a bitch,Sonavabitch
M,REIBEN,son of a bitch,"If we find Ryan and he's still alive, that sonofabitch is gonna carry this goddamned B.A.R. back to the beach for me."
M,REIBEN,son of a bitch,"Fuck Private James Ryan, fuck him, just fuck the goddamned sonofa bitch."
M,MILLER,son of a bitch,"We have been sent to get you out of here.  You are going home. Ryan weakly waves Miller off.  Miller motions to his men and the paratroopers to move away.  They do so, giving Ryan a little room. Forrest Three brothers, the poor sonofabitch."
M,MILLER,son of a bitch,Listen you little sonofabitch you are coming with me or I will...I will... Ryan speaks softly.
M,LOPEZ,son of a bitch,Not to mention of course the nice job you guys did for me on that Commie sonufabitch Emilio Rebenga.
M,LOPEZ'S VOICE,son of a bitch,"you are kidding Three to two? Son of a bitch... cradling the phone Guess what. My softball team, y'know, the Little Lopezers? They won the Division tonight. We are going to Sarasota for the State Championship...Hunh"
M,SHADOW,son of a bitch,What the fuck's he doing                   now    That sonufabitch.... 182   
M,TONY,son of a bitch,"What   Where  I left that sunufabitch in charge What the hell is going on here, can't 1 trust anybody anymore."
M,TONY,son of a bitch,"I said to you, Manny, I said I never go crazy and you said, I would you sonofabitch and you was right... those were the good days hunh, we was crazy back in those days, we had do anything, you and me, we was on the way up, nobody nothing coulda stopped us cause we were the best hunh the   fucking      best.... As  Tony turns and starts back through the terrace doors into his study, the camera glides around to a view of a hook flying up and catching the balustrade.                     A shadow starts climbing up as"
M,MILLS,son of a bitch,"Fuck you. Fuck you, you son of a bitch  I am walking here. "
M,SANTIAGO,son of a bitch,"I move the lungs over.  First, see how big this fat sonofabitch stomach is. Now... here is the strange thing, on the stomach.  Stretches. And, here is it distended.  Look at the size of that, because of the foods."
M,MILLS,son of a bitch,"Son of a bitch Somerset comes back in, holding something.  He steps over the lamp and goes to the blank wall space."
M,JOHN,son of a bitch,"Goddammit, goddammit That son of a bitch Well, at least I know you didn't fuck him."
M,JOHN,son of a bitch,You son of a bitch
M,NORTON,son of a bitch,"Don't you ever mention money to me  again, you sorry son of a bitch  Not in this office, not anywhere  Get in here Now "
M,TOMMY,son of a bitch,The son of a bitch mailed it. 
M,KIRK,son of a bitch,"Oh, sure.    Is everything all right? The Maitre d looks around and then leans in and speaks quietly  now without the French accent. MAITRE D My kids eat here. My mother's here right now you son of a bitch."
M,ERIC,son of a bitch,You stupid son of a bitch
M,JACK,son of a bitch,"I haven't laid a hand on him. Goddam it, I didn't.  I wouldn't touch one hair of his goddam little head.  I love the little sonofa bitch. JACK laughs."
M,DEVEREAUX,son of a bitch,"With all respect, Senator, why don't  we just stipulate that the President  is a dumb son of a bitch so we can  all get down to business. An icebreaker. Everyone laughs. CONGRESSMAN MARSHALL  What about sending in the Guard? ATTORNEY GENERAL  The National Guard are trained for  riot control not counterterrorism."
M,EDDIE,son of a bitch,"You are the leak, you sonofabitch Clarkson and another detective restrain Eddie before he  can hit Tate."
M,BROM,son of a bitch,"We will pass right by the son of a bitch. Ichabod and Brom push with the poles, trying for speed. At the bank, the Horseman walks directly to the water... Just as he takes a step onto the water, the rain churned surface TRANSFORMS  instantly BECOMING a SHEET of ICE... SPREADING and supporting the Horseman as he advances. ICE SHOOTS OUT ahead of him, towards a point in the river where it will intercept the barge."
M,BILL,son of a bitch,You done fixed it? I will be damned. Scooter told me it couldn't be fixed. Course Scooter's about as shitless as one poor sonofabitch can be. You done fixed it. I will just be damned. See you tomorrow. 
M,FRANK,son of a bitch,I had like to kill that son of a bitch. I hate him.
M,DOYLE,son of a bitch,"Not that you afflicted sons of bitches would know anything about it, but this is art. They are stopped by a red traffic light. A police car pulls up beside them and Doyle looks over at the REDFACED COP on the passenger side and turns down the music."
M,BILL,son of a bitch,"Well, he's pretty quiet. Except for them rackets and breathin' things he does. Ain't threatened me with a killin' or anything.  But boy you couldn't of been more right about him fixin' things. That son of a bitch is a regular Eli Whitney on a lawnmower. Loves french fries. Eats four larges and don't even so much as belch. I am proud to have him."
M,FRANK,son of a bitch,Just diggin'.  I ain't ever gonna be happy now. Not with that son of a bitch movin' in for good. I wish me and you and Mama could just run away. But she said he would find us wherever we went. He's crazy. Sometimes I think it would of been better if I wadn't ever born.
M,FRANK,son of a bitch,You have to Karl. You have to look out for me. You don't let that son of a bitch run you off.
M,DOYLE,son of a bitch,"I told you to get away from here, didn't I? I am tryin' to relax and look at TV.  What are you doin' with that piece of iron? I swear to God you are the weirdest son of a bitch I ever heard of."
M,REDNECK,son of a bitch,"Let's get that sonofabitch, Chief."
M,WALLY,son of a bitch,Ha A cop from the getgo   You sonofabitch
M,DUPREE,son of a bitch,"Wiseguys start to think this sonofabitch is a mystic, something special...and Aces plays it up, lets the legend grow, takes time off from his stage act and starts showcasing the chip on his shoulder.  SCENE Buddy, tipping a craps table, attacking the stickman, stripping off one of his gold chains, going garotte."
M,CARL,son of a bitch,I was out there at sea.  Fightin' you Jap sonsabitches.
M,KABUO,son of a bitch,"So don't talk to me about Japs, you big Nazi son of a bitch. Carl laughs.  And Kabuo chuckles, right along with him.  Having kept his poker face the longer."
M,CARL,son of a bitch,I am a bastard.  I am a big Hun Nazi son of a bitch.  And I still got your bamboo fishing rod.
M,HARRY,son of a bitch,"To never settle down with the right woman for a life of leftovers and Christmas mornings. No his and her IRA accounts, no mini van parked in the garage. I think it's made me what I am today. Harry smiles to someone across the room The luckiest son of a bitch on earth. Look at me. I am positively debonair. I should be illegal I am lookin' so good. Harry passes a table where a EN SIXTY YEAR OLD dines with his AGE APPROPRIATE, WELLFED WIFE. IN SLOW MOTION, Harry and The Beaten Man catch each other's glance."
M,COLTER,son of a bitch,Son of a bitch. CAOCN. That's not army. That's Air Force. Combined Air and Space Operations Center. Nellis Air Force Base
M,CARTMAN,son of a bitch,"Listen you son of a bitch, if you don't let us in to see this movie I am gonna kick you square in the nuts."
M,CARTMAN,son of a bitch,"Oh, son of a bitch AAGHGH I mean, son of a biscuit"
M,CARTMAN,son of a bitch,"Oh, son of a bitch... "
M,CARTMAN,son of a bitch,Yeah You are all a bunch of stupid sons a bitches The boys' parents walk up.
M,ANTON,son of a bitch,Son of a bitch. 
M,ANTON,son of a bitch,"I am telling you, if that son of a bitch is on my station I am going to find him. You two stay put. Anton leaves. Jimmy sits next to Tilda."
M,KASTLE,son of a bitch,"Why that filthy, slimey, doublecrossing, misbegotten, twofaced, mangy, sonofa bitch bastard The motor in the fuzz ball remover SHRIEKS as Miles squeezes it to death. It shatters in his hands. 49     "
M,SCOTT,son of a bitch,"You son of a bitch, I have got fifteen years in, and three kids, and you are gonna sit there, and lie away my Pension... He makes a move toward Gaines."
M,INTERROGATOR,son of a bitch,"as the Businessman starts to look away Don't you look away, you son of a bitch... he forces him to watch the video one side, looking to Scott for a cue as to how to react."
M,SCOTT,son of a bitch,"take it off. pause. While Anton hesitates, not comprehending the ring clicks against your riflestock, some sonobitch hears that noise, hundred yards out, and you are gonna get me killed. Anton nods, and begins to work the ring off his finger. highway, onto a feeder road. Anton and Scott in the backseat. As we see Anton take out a machine pistol from his Go bag, and check it. Scott looks at him. A chatter comes over the radio, and Scott addresses the two men in the front seat."
M,ANTON,son of a bitch,Who frisked the sonofabitch? You ask them. 
M,TED,son of a bitch,"Sure, why not.  Give him the trophy. That pretentious son of a bitch.  You heard him, Norman.  All that someone went to a lot of trouble, try again bullshit.  And impotent.  Where does he get off saying I am impotent?  He's a fucking selfrighteous, little prick.  ON MONITOR  spirals now."
M,DAVID,son of a bitch,You are the sonavabitch who committed mass murder up there. He raises the knife 
M,KIRK,son of a bitch,"OW, DAMNIT    SONOFABITCH 98A   "
M,KIRK,son of a bitch,SONOFABITCHBITCHBITCH THERE'S NOTHING HERE YOU NECKPINCHING MOTHERF 1567 OMIT                                                        1567 158   
M,MAN,son of a bitch,You stupid son of a bitch He kicks the Mustang.
M,RASCZAK,son of a bitch,"C amon you sons of bitches  There's no bug alive can kill a real mAAAAAAA  At the boat, Dizzy turns to look back at Rasczak. A hopper swoops down on Dizzy, it's claws ripping into her abdomen."
M,WALT,son of a bitch,"You are very sorry, you passive aggressive, sonofabitch  Can we replace him?"
M,MARTY,son of a bitch,"Now what is this, you sonofabitch  Because if you haven't heard about the laws of Malicious Prosecution, you are about to.  DON'T FLINCH WHILE I'M TALKING TO YOU, YOU TWO BIT SPEEDTRAP FRAUD There's an old saying, two scariest things in the world, a black man with a knife and a Jew with a lawyer.  Now, I am a lawyer, and I am the Jew, and you continue ONE MOMENT with this slanderous shit here in this public place, I am going to have your ass over my mantleplace.  THE KID WAS NOT IN THE CAR, SHE SAYS THAT SHE WASN'T IN THE CAR, NO ONE SAYS SHE WASN'T IN THE CAR, NO ONE SAYS THAT SHE WAS IN THE CAR, YOU HAVE NO CORPUS AND YOU HAVE NO CASE, AND YOU KNOW IT.  SO I'M NOT PAYING PATSY WITH YOU HERE, YOU MOTHERFUCKER.  Look in my eyes I made eleven million bucks last year and I don't like being trifled with.  Now I think that the better part of valor, though we have got your back up here...the better part of valor is to step away.  Or, before Gd, I will see you disbarred. Now, what do you think? We all have a movie to make.  Now, can we stay together here...? What do you say?  Have a cigar. He puts a cigar into Doug's pocket. "
M,TOM,son of a bitch,"She's a little girl, you son of a bitch She' s fifteen years old, and you fucked her? What the hell is the matter with you? YOU DON'T DO SHIT LIKE THAT TO PEOPLE WHO CAN'T DEFEND"
M,LENNY,son of a bitch,"Son of a bitch Lenny walks back to the bar.  He sets his Haliburton up on the truck of a car and pops it open.  He takes out a tiny digital cellular phone and dials a number.  While it's ringing he takes another, identical Rolex knockoff out of the briefcase and slips it on. "
M,CAMERON,son of a bitch,"Yeah, that's the grand old bird. Right now I just wish the sonofa bitch could fly. Cameron rises and moves across the diner to the pinball machine. 12    The PLAYER wiggles and contorts, using body English to influence the balls. 4"
